LOC_RES(SINAVE),LAT_DECIMAL,LON_DECIMAL
EL CÓBANO,18.97589,-101.436101
EL CÓBANO,18.901381,-101.26147
EL COLOMO (SAN MIGUEL),18.03542,-102.408474
EL COLUMPIO,18.896595,-101.157755
EL COLUMPIO,19.216603,-101.466701
EL COLUMPIO,19.045619,-102.086262
EL COLUMPIO,19.133872,-102.054961
EL COLUMPIO,18.990809,-102.163034
EL COLUMPIO,19.674696,-101.073419
EL COMEDOR,18.569636,-103.594245
EL COMETA,20.097901,-102.537932
EL CONTAGIO,18.712417,-103.678278
EL COPAL,19.396036,-100.760243
EL COPAL,19.504352,-102.398044
EL COPAL,18.645769,-102.630398
EL COPAL,19.240833,-102.082499
EL COPAL,19.428127,-101.88275
EL CUAJILOTE,18.578055,-100.803611
EL CUAJILOTE,18.793242,-101.079449
EL CUAJILOTE,18.459013,-100.691062
EL CUAJILOTE,19.300177,-100.609877
EL CUARTEL,19.565281,-101.027269
EL CUARTEL,19.521848,-102.501491
EL CUARTEL,18.356419,-102.679832
EL CUIRINDAL,18.326637,-102.142841
EL CUIRINDAL,18.613895,-100.808514
EL CUIRINDAL,19.190001,-101.072538
EL CUIRINDAL,18.225081,-102.692546
EL CUIRINDAL,18.580145,-101.53096
EL CUNDÁN,,
EL DESCANSADERO,18.650038,-101.96495
EL DESCANSADERO,18.669847,-101.516737
EL DIEZMO,18.439841,-103.303166
EL DIEZMO,19.389016,-102.200828
EL DUIN,18.461355,-103.542552
EL DURAZNO,19.376055,-102.238139
EL DURAZNO,19.543073,-101.555128
EL DURAZNO,19.253983,-101.238994
EL DURAZNO,19.287022,-101.450494
EL DURAZNO,19.979444,-103.026666
EL DURAZNO,19.654164,-101.18078
EL DURAZNO,19.624989,-100.916704
EL DURAZNO,18.555955,-103.167049
EL DURAZNO,19.082266,-101.660004
EL DURAZNO,19.364383,-100.664435
EL DURAZNO,19.428847,-100.988599
EL DURAZNO,19.378615,-101.006014
EL DURAZNO,19.363743,-102.101345
EL EJE,19.232156,-101.156617
EL EMBARCADERO,18.940664,-101.905785
EL EMBARCADERO,18.479748,-100.969233
EL ENCANTO,19.938611,-102.238889
EL ENCANTO,18.622426,-102.822622
EL ENCANTO,18.984453,-101.507519
EL ENCANTO,19.169689,-101.622174
EL ENCINAL,19.148889,-100.419444
EL ENCINAL,19.523333,-101.590555
EL ENCINAL,19.337944,-100.640813
EL ESCOBAL (TERCERA MANZANA DE SAN MIGUEL),19.402163,-100.363174
EL ESPINAL,19.711864,-102.430029
EL ESPINAL,19.343636,-101.716822
EL ESPINAL,19.448346,-100.560691
EL ESPINAL,19.922885,-102.008001
EL ESPINAL,19.310371,-102.44086
EL ESPINAL,19.258524,-101.087528
EL ESPINAL,19.457778,-100.393611
EL FARO DE BUCERÍAS,18.352269,-103.506204
EL FORTÍN,20.180197,-102.601276
EL FRESNO,18.427691,-103.071547
EL FRESNO,19.994963,-102.803728
EL FRESNO,19.673994,-100.916006
EL FRESNO,19.693712,-100.522162
EL FRESNO,18.884735,-102.978079
EL FRESNO,19.470737,-100.651879
EL FRESNO,18.329801,-102.848381
EL FRESNO,19.387804,-102.210736
EL FRESNO,19.771075,-101.360397
EL FRESNO,19.484987,-102.383677
EL FRESNO,20.016183,-101.372239
EL FRESNO,18.754085,-103.083567
EL FRESNO,19.881403,-101.272854
EL FRESNO,19.596571,-100.891858
EL FRESNO,19.487623,-100.865308
EL FRESNO,19.314926,-102.143941
EL FRESNO,19.474355,-102.104661
EL FRESNO,19.936415,-102.668335
EL FRESNO,19.926765,-100.628202
EL FRESNO,19.414504,-101.925385
EL FRESNO (ALGODÓN DE LA SOLEDAD GRANDE),19.34278,-100.701738
EL GUAYABO,18.892978,-102.612305
EL GUAYABO,18.540749,-103.128847
EL GUAYABO,19.315211,-102.580168
EL GUAYABO,18.958151,-103.366517
EL GUAYABO,19.958121,-102.505639
EL GUAYABO,18.677773,-101.237729
EL GUAYABO,19.625041,-100.96767
EL GUAYABO,18.807486,-100.802598
EL GUAYABO,20.059962,-101.940864
EL GUAYABO,18.63594,-102.839518
EL GUAYABO,18.72464,-101.150408
EL GUAYABO,18.937434,-100.934011
EL GUAYABO,18.284771,-102.373117
EL GUAYABO,19.598302,-100.798656
EL GUAYABO,19.318991,-101.775731
EL GUAYABO,18.6078,-101.524347
EL GUAYABO,19.075758,-101.070587
EL GUAYABO,18.891666,-101.057778
EL GUAYABO,19.235172,-100.995305
EL GUAYABO,18.401944,-102.618055
EL GUAYABO,19.070314,-101.451031
EL GUAYABO,18.892017,-101.541924
EL GUAYABO,18.949937,-101.398027
EL GUAYABO,18.856413,-101.383888
EL GUAYABO,19.103498,-100.515563
EL GUAYABO,19.433055,-100.605
EL GUAYABO (HUERTA SANTA ANA),19.343211,-101.965726
EL GUAYABO DE CHAPÍN,19.044347,-100.636715
EL GUAYABO NORTE (EL GUAYABILLO),18.609862,-102.177228
EL GUAYABO VIEJO,18.952037,-102.070646
EL GÜIRIO,,
EL GUSANO DE SANTIAGO,18.559689,-101.038121
EL HABILLAL,18.007026,-102.370438
EL HABILLAL,18.644843,-102.414919
EL HOYO DEL AIRE,19.28143,-101.871105
EL HUACO,18.405716,-103.02587
EL HUACO,18.804198,-102.510393
EL HUACO,19.066945,-102.056772
EL HUACO,19.527027,-100.919854
EL HUARICHO (CIUDAD INSURGENTES),,
EL HUICUMO,18.874442,-102.613791
EL HUICUMO,18.766012,-102.405325
EL HUICUMO,18.755867,-101.286922
EL HUICUMO,19.343561,-100.864608
EL HUINDURE,18.425431,-101.93256
EL INGENIO (EL PUENTE CANAL),19.157403,-101.982544
EL JABALÍ,19.062042,-101.018356
EL JABALÍ,19.309259,-101.751558
EL JABALÍ,18.716839,-103.595893
EL JABALÍ,19.214167,-101.849166
EL JABALÍ,19.170177,-101.564655
EL JABALÍ,19.176996,-100.761119
EL JABALÍ,19.362879,-100.704112
EL JACAL,19.244614,-102.401102
EL JACAL,20.136666,-101.919444
EL JACAL,20.164908,-101.941067
EL JACAL,19.246424,-101.517697
EL JACAL,19.778438,-101.746236
EL JACAL (MEZQUITERA),19.889826,-101.332069
EL JAZMÍN,19.394509,-102.371817
EL JAZMÍN,18.482022,-102.150715
EL JAZMÍN,18.928826,-103.176446
EL JAZMÍN,19.56705,-101.191191
EL JAZMÍN,18.216228,-102.248597
EL JAZMÍN,18.672055,-102.125299
EL JAZMÍN,18.609067,-101.040008
EL JAZMÍN,19.734909,-100.179935
EL JAZMÍN,19.050077,-101.467684
EL JAZMÍN,18.946005,-101.546794
EL JAZMÍN,18.829166,-101.436111
EL JAZMÍN,19.613998,-100.501929
EL JOVERO,18.577252,-102.798026
EL JUNCO,19.957664,-102.718179
EL JUNCO,19.056208,-102.275247
EL JUNCO,19.07742,-100.987118
EL LETRERO,18.962222,-102.109722
EL LIMÓN,19.153333,-101.3475
EL LIMÓN,18.613376,-103.221117
EL LIMÓN,18.2375,-102.698055
EL LIMÓN,19.478347,-100.55117
EL LIMÓN,18.410621,-103.452169
EL LIMÓN,18.930263,-101.009118
EL LIMÓN,18.459444,-102.175555
EL LIMÓN,19.14,-102.228333
EL LIMÓN,18.753346,-100.954496
EL LIMÓN,18.4499,-103.2534
EL LIMÓN,18.6625,-102.785555
EL LIMÓN,18.638333,-101.125833
EL LIMÓN,19.084479,-101.280232
EL LIMÓN,19.005145,-101.875409
EL LIMÓN,18.542779,-102.843462
EL LIMÓN,19.268777,-101.193567
EL LIMÓN,19.14762,-101.392447
EL LIMÓN,18.900813,-100.894528
EL LIMÓN,20.147564,-102.411719
EL LIMÓN,19.172134,-101.216979
EL LIMÓN,19.641823,-102.649944
EL LIMÓN,18.430249,-102.372779
EL LIMÓN,18.696389,-102.390555
EL LIMÓN,18.474722,-102.373888
EL LIMÓN,18.398926,-102.810738
EL LIMÓN,18.446629,-102.813829
EL LIMÓN,18.974179,-101.595799
EL LIMÓN,18.853432,-101.311682
EL LIMÓN,19.002498,-101.294556
EL LIMÓN,18.928333,-101.346666
EL LIMÓN,19.539088,-101.063974
EL LIMÓN,19.813984,-101.872412
EL LIMÓN DE FRANCO,18.335287,-102.116706
EL LIMÓN DE LOS GARCÍA,18.480522,-100.915923
EL LIMÓN DEL TEJAMANIL,19.043996,-101.762
EL LINDERO,18.861639,-102.453984
EL LINDERO,18.72441,-101.829089
EL LINDERO,19.005149,-103.024104
EL LITIGIO,18.409743,-102.232907
EL LLANO,19.085555,-102.2475
EL LLANO,18.91687,-103.333861
EL LLANO,18.982966,-103.057387
EL LLANO,18.532454,-100.790781
EL LLANO,19.52454,-101.483481
EL LLANO,19.095124,-101.27064
EL LLANO,19.302846,-100.404849
EL LLANO,19.285709,-100.342357
EL LLANO,19.232811,-100.350679
EL LLANO,18.211389,-102.891666
EL LLANO,19.354913,-102.215069
EL LLANO,18.257744,-102.285504
EL LLANO,19.682199,-101.053867
EL LLANO,19.323333,-101.101667
EL LLANO,19.549129,-102.434763
EL LLANO,18.410109,-102.165276
EL LLANO,19.371899,-102.469629
EL LLANO,19.197927,-101.007939
EL LLANO,19.216666,-101.021388
EL LLANO,18.87611,-101.506667
EL LLANO,19.606873,-100.486474
EL LLANO,20.031112,-102.378365
EL LLANO (MADRIGALEÑO),,
EL LOBO,19.791914,-102.803227
EL MACHUQUE (PLAN DEL REPARO),18.809779,-100.838791
EL MALACATE,19.510698,-100.619333
EL MALACATE,19.474797,-100.535191
EL MALACATE,18.008758,-102.438995
EL MALACATE,19.716207,-100.275102
EL MALACATE,19.541798,-100.473925
EL MALUCO,20.145102,-101.676128
EL MANGO,18.140112,-102.335339
EL MANGO,19.47747,-100.45037
EL MANGO,18.498455,-103.276447
EL MANGO,18.886389,-100.723333
EL MANGO,18.834709,-100.662078
EL MANGO,19.018333,-100.690277
EL MANGO,19.320905,-100.655949
EL MANGUITO,18.45033,-103.024147
EL MANGUITO,19.032607,-101.292208
EL MANGUITO,18.296139,-102.607239
EL MANGUITO,18.119785,-102.252353
EL MANGUITO,18.740132,-102.569104
EL MANGUITO,18.296677,-102.703082
EL MANGUITO,18.335138,-103.339147
EL MANGUITO,18.175249,-102.668571
EL MANGUITO,19.579444,-102.445555
EL MANGUITO,18.539727,-103.595242
EL MANGUITO,18.607789,-103.412734
EL MANGUITO,18.728333,-102.582499
EL MANGUITO,19.067219,-102.305843
EL MANGUITO,19.054535,-101.006833
EL MANGUITO,18.386998,-102.278459
EL MANGUITO,19.067527,-102.398102
EL MANGUITO,18.981127,-102.727442
EL MANGUITO,18.729657,-102.752523
EL MANGUITO,18.608685,-101.044084
EL MANGUITO,18.836226,-103.305971
EL MANGUITO,19.19047,-101.331159
EL MANGUITO,19.084674,-102.954604
EL MANGUITO,19.214444,-100.960556
EL MANGUITO,19.127326,-100.992566
EL MANGUITO,19.605993,-102.602894
EL MANGUITO,18.405732,-102.709136
EL MANGUITO,18.403889,-102.633055
EL MANGUITO,18.464204,-102.859786
EL MANGUITO,18.346944,-102.67361
EL MANGUITO,19.027943,-101.463749
EL MANGUITO,19.363056,-100.74
EL MANGUITO,19.102751,-100.527703
EL MANGUITO,19.294282,-100.80867
EL MANZO,19.010091,-102.417434
EL MEZQUITE DE HERNÁNDEZ,20.181522,-101.946708
EL MEZQUITILLO,,
EL MIRADOR,18.799352,-103.284385
EL MIRADOR,20.047777,-101.904444
EL MIRADOR,18.024619,-102.484511
EL MIRADOR,19.189416,-101.859878
EL MIRADOR,19.321824,-100.456781
EL MIRADOR,19.207749,-101.734989
EL MIRADOR,19.84558,-101.018514
EL MIRADOR,19.902018,-100.42776
EL MIRADOR,18.249625,-103.126844
EL MIRADOR,18.076182,-102.745019
EL MIRADOR,18.0273,-102.19271
EL MIRADOR,18.665965,-103.312426
EL MIRADOR,18.700057,-101.978972
EL MIRADOR,19.393087,-102.159485
EL MIRADOR,19.213829,-102.657485
EL MIRADOR,19.501659,-101.774888
EL MIRADOR,18.189954,-103.038947
EL MIRADOR,18.806665,-102.840214
EL MIRADOR,19.500651,-101.595582
EL MIRADOR,18.451015,-102.309848
EL MIRADOR,19.102969,-101.559195
EL MIRADOR,19.37617,-101.997235
EL MIRADOR,19.436004,-101.995059
EL MIRADOR,19.993441,-102.251751
EL MIRADOR,19.387203,-100.433837
EL MIRADOR (TEPETATES),18.987969,-102.403693
EL MOLINITO (LA PRIMAVERA),19.194906,-102.318816
EL MONTOSO,19.046666,-102.704762
EL MORADO,18.939485,-102.396475
EL MORADO,18.848996,-102.537016
EL MULETO,18.328534,-102.384332
EL NARANJITO,18.559557,-103.124522
EL NARANJITO,19.161653,-101.337411
EL NARANJITO,18.153007,-102.278891
EL NARANJITO,19.227852,-101.07206
EL NARANJITO,18.260386,-103.209587
EL NARANJITO,19.072765,-102.51128
EL NARANJITO,18.824999,-103.111389
EL NARANJITO,18.822308,-100.973497
EL NARANJITO,18.811092,-102.821958
EL NARANJITO,18.154348,-102.505072
EL NARANJITO,18.659277,-103.32666
EL NARANJITO,19.237643,-100.951353
EL NARANJITO,18.979166,-101.540277
EL NARANJITO,19.221671,-100.876205
EL NARANJITO (LIMÓN DE JORULLO),18.876751,-101.699267
EL NARANJO,18.576518,-101.04866
EL NARANJO,18.528009,-100.897196
EL NARANJO,19.128055,-101.909167
EL NARANJO,18.732606,-103.213529
EL NARANJO,18.557778,-102.865
EL NARANJO,18.555429,-102.871325
EL NARANJO,18.464633,-100.693565
EL NARANJO,18.836039,-100.867516
EL NARANJO,19.134463,-101.153549
EL NARANJO,18.564277,-102.391295
EL NARANJO,19.268333,-100.567222
EL NARANJO,19.392682,-100.909702
EL NARANJO,19.406043,-100.351271
EL NARANJO (LOS LIMONES),19.119996,-100.433876
EL NUEVE,18.311156,-102.981982
EL OLIVO,19.046424,-102.728239
EL OLIVO,19.32813,-100.612509
EL OLVIDO,18.519629,-102.151758
EL OLVIDO,19.41955,-101.059423
EL OLVIDO,18.837342,-101.58444
EL OTATAL,19.04004,-101.701826
EL PALMAR,19.660871,-102.676934
EL PALMAR,19.076029,-101.141909
EL PALMAR,19.608306,-101.042737
EL PALMAR,18.698569,-101.197465
EL PALMAR,18.694153,-103.72269
EL PALMAR,18.389467,-102.185119
EL PALMAR,18.895516,-103.155566
EL PALMAR,18.999754,-101.833943
EL PALMAR,19.20942,-101.010412
EL PALMAR,19.408551,-100.606932
EL PALMITO,19.1271,-101.254297
EL PALMITO,20.20915,-101.945582
EL PALMITO,18.735785,-102.622828
EL PALMITO,19.066739,-101.210651
EL PALMITO,19.628587,-102.63027
EL PANTANO,19.8936,-102.194817
EL PANTANO,19.963639,-102.29457
EL PANTANO,18.939922,-100.952366
EL PANTANO,18.460833,-102.308333
EL PANTANO,19.101944,-101.123888
EL PANTANO,18.854309,-103.414028
EL PANTANO,19.177139,-100.866942
EL PANTANO,19.169347,-100.989234
EL PANTANO,18.471346,-102.460476
EL PANTANO,18.843851,-101.512955
EL PANTANO,19.331011,-100.660193
EL PANTANO,19.397842,-100.597686
EL PANTANO,19.27671,-100.825942
EL PANTANO (EL CUIJE),19.241214,-101.54606
EL PAPAYO,19.097295,-101.158793
EL PAPAYO,18.126866,-102.194058
EL PAPAYO,18.301853,-102.101546
EL PAPAYO,19.482777,-100.873333
EL PAPAYO,19.419404,-101.900562
EL PARACHO,20.108155,-102.522552
EL PARAÍSO,18.388247,-102.948332
EL PARAÍSO,18.736781,-103.038432
EL PARAÍSO,19.096452,-102.40238
EL PARAÍSO,19.320269,-100.456319
EL PARAÍSO,19.06631,-102.530437
EL PARAÍSO,19.57233,-102.414772
EL PARAÍSO,20.307387,-102.042299
EL PARAÍSO,20.370657,-102.096206
EL PARAÍSO,19.058753,-102.325875
EL PARAÍSO,19.046324,-102.951977
EL PARAÍSO,19.703563,-102.48778
EL PARAÍSO,18.661593,-102.264572
EL PARAÍSO,18.648889,-102.364722
EL PARAÍSO,19.551482,-100.496323
EL PARAÍSO,19.32078,-102.044021
EL PASO DE LA VIRGEN,19.231127,-100.558229
EL PASO DEL LIMÓN,18.930116,-100.563525
EL PEDREGAL,19.413235,-101.304171
EL PEDREGAL,19.737777,-101.034722
EL PEDREGAL,19.663228,-100.757789
EL PEDREGAL,19.900959,-102.217264
EL PEDREGAL,19.09898,-102.259296
EL PEDREGAL,19.31781,-102.344358
EL PEDREGAL,19.875755,-102.154751
EL PEDREGAL,19.668958,-101.383758
EL PEDREGAL,19.962478,-100.291794
EL PEDREGAL,19.512492,-101.447423
EL PEDREGAL,19.365498,-100.329575
EL PICACHO,18.591246,-101.580047
EL PICACHO,19.550771,-102.617377
EL PICACHO,18.584874,-102.338503
EL PILAR,20.240221,-101.402012
EL PILÓN,19.37857,-102.545619
EL PILÓN,19.174644,-101.075405
EL PILÓN,18.30571,-102.740091
EL PILÓN,19.674444,-100.525555
EL PILÓN,18.326666,-102.641666
EL PILÓN,18.350726,-102.654119
EL PINO,18.208622,-102.291443
EL PINO,18.437266,-102.252301
EL PINO,19.183033,-101.053897
EL PINO,19.680939,-101.910368
EL PINO,19.13921,-101.156122
EL PINO,19.265833,-101.075555
EL PINO,18.841139,-102.665357
EL PINO,18.879079,-102.884061
EL PINO,19.316625,-101.812851
EL PINO,19.825962,-101.217626
EL PINO,19.204999,-101.035551
EL PINO,18.449166,-102.418333
EL PINO,18.411574,-102.772397
EL PINO,19.592327,-100.889529
EL PINO,19.840419,-101.755806
EL PINO (EL GUAYABO),18.784166,-102.546944
EL PINZÁN,19.169789,-102.458855
EL PINZÁN,18.293408,-102.37432
EL PINZÁN,18.234444,-102.930833
EL PINZÁN,18.090051,-102.447272
EL PINZÁN,18.621126,-101.384337
EL PINZÁN,18.607439,-100.865067
EL PINZÁN,18.560191,-101.89656
EL PINZÁN,18.873932,-101.097481
EL PINZÁN,18.804301,-102.777431
EL PINZÁN,18.281944,-102.797222
EL PINZÁN,18.075277,-102.476944
EL PINZÁN,18.42913,-103.029589
EL PINZÁN,18.882021,-100.796805
EL PINZÁN,18.956011,-100.547852
EL PINZÁN,18.513709,-102.475551
EL PINZÁN,18.475277,-102.7625
EL PINZÁN,18.460758,-102.843664
EL PINZÁN,19.116016,-101.528057
EL PINZÁN,18.970014,-101.606428
EL PINZÁN,19.576097,-100.899312
EL PITIRAL,18.64453,-101.698558
EL PLAN DE TÉLLEZ,18.252683,-102.48363
EL PLATANAL,18.820744,-102.254196
EL PLATANAL,20.06431,-102.57685
EL PLATANAL (LA PLANTA),19.93154,-102.254744
EL PLATANAR,18.69188,-101.454744
EL PLATANAR,19.626493,-102.619495
EL PLATANITO,18.745265,-103.302105
EL PLATANITO,19.208078,-101.130062
EL PLATANITO,19.022837,-101.112452
EL PLATANITO,18.642777,-101.93717
EL PLATANITO,18.885119,-100.974734
EL PLATANITO,19.540161,-101.005068
EL PORVENIR (RANCHO DE JESÚS),19.833452,-101.334276
EL POTRERO,18.691099,-103.152523
EL POTRERO,18.426944,-100.733055
EL POTRERO,18.606171,-103.139661
EL POTRERO,19.105309,-101.184951
EL POTRERO,18.81975,-100.912021
EL POTRERO,19.282783,-100.357339
EL POTRERO,18.382025,-103.422791
EL POTRERO,18.815401,-103.174895
EL POTRERO,19.754722,-100.977499
EL POTRERO,19.925832,-101.839787
EL POTRERO,18.657488,-102.78386
EL POTRERO,19.620307,-100.867004
EL POTRERO,19.917433,-100.6558
EL PUENTE ALTO,19.136836,-101.732974
EL PUERTO DE JUNGAPEO,19.453148,-100.465336
EL PUERTO DE LA SABINILLA (EL PUERTO),,
EL PUERTO DE LAS CRUCES,18.925427,-103.123734
EL RASCAVIEJO,18.684722,-103.326666
EL RECREO,18.955312,-101.820733
EL RECREO,19.108572,-102.415402
EL REFUGIO,19.469412,-101.491206
EL REFUGIO,19.520626,-101.444679
EL REFUGIO,19.067566,-101.787697
EL REFUGIO,18.374722,-100.646111
EL REFUGIO,19.080151,-102.464884
EL REFUGIO,20.27862,-102.232429
EL REMATE (LLANITOS DE CUCHA),19.018037,-101.62309
EL REPARITO,18.861931,-102.754533
EL REPARITO,18.887453,-103.320584
EL REPARITO,18.495424,-102.006623
EL REPARITO,18.85257,-102.798608
EL REPARITO,18.821665,-100.978557
EL REPARITO,18.695364,-102.305923
EL REPARITO,18.827732,-101.405246
EL REPARO DE LUNA,18.796658,-101.818572
EL REVENTÓN UNO,19.385872,-100.608044
EL RINCÓN,18.609787,-102.896669
EL RINCÓN,18.781944,-103.401667
EL RINCÓN,18.76861,-100.8875
EL RINCÓN,19.157222,-101.316666
EL RINCÓN,19.231643,-100.339579
EL RINCÓN,18.201546,-102.765294
EL RINCÓN,19.490502,-100.658299
EL RINCÓN,19.96474,-102.373635
EL RINCÓN,18.893164,-102.981255
EL RINCÓN,19.354722,-101.126388
EL RINCÓN,19.564263,-101.398176
EL RINCÓN,18.642987,-103.515941
EL RINCÓN,18.870542,-101.088549
EL RINCÓN,19.897049,-102.692604
EL RINCÓN,20.389179,-102.016817
EL RINCÓN,18.728458,-102.736443
EL RINCÓN,19.983184,-101.175599
EL RINCÓN,18.87825,-102.902643
EL RINCÓN,18.612684,-100.971335
EL RINCÓN,19.243364,-100.956766
EL RINCÓN,18.705288,-102.418274
EL RINCÓN,19.142222,-100.483333
EL RINCÓN,19.639869,-100.870696
EL RINCÓN,19.588003,-100.93377
EL RINCÓN DE SAN FELIPE (TERCERA MANZANA SAN FELIPE),19.507987,-100.369735
EL RODEO,18.637012,-101.165754
EL RODEO,19.847094,-101.607254
EL RODEO,18.295679,-103.064305
EL RODEO,19.851661,-101.027905
EL RODEO,19.174475,-101.277587
EL RODEO,18.876863,-102.79314
EL RODEO,20.11251,-100.249523
EL RODEO,19.878545,-102.559501
EL RODEO,18.885454,-100.799038
EL RODEO,19.534752,-102.714344
EL RODEO,19.16484,-100.658476
EL RODEO,19.499417,-100.912861
EL ROSARIO,19.430441,-102.162654
EL ROSARIO,19.072808,-102.381027
EL ROSARIO,18.525271,-100.861201
EL ROSARIO,18.541161,-103.457521
EL ROSARIO,20.129411,-101.745371
EL ROSARIO,19.856503,-100.981138
EL ROSARIO,19.476133,-102.095339
EL ROSARIO,19.466072,-102.108267
EL SABINO,18.800203,-102.980059
EL SABINO,20.001434,-102.941299
EL SABINO,19.827009,-100.983788
EL SABINO,20.124709,-102.066346
EL SABINO,19.859402,-102.20079
EL SABINO,19.732222,-101.156667
EL SABINO,18.948141,-100.564117
EL SABINO,19.291747,-101.971645
EL SABINO,20.307427,-102.300796
EL SABINO,20.02111,-102.326944
EL SALITRE,19.489722,-100.674999
EL SALITRE,19.436269,-100.761156
EL SALITRE,19.269841,-101.39659
EL SALITRE,19.900843,-100.399829
EL SALITRE,19.458357,-100.508382
EL SALITRE,19.161429,-100.407327
EL SALITRE,18.370555,-102.472499
EL SALITRE,19.899352,-101.313426
EL SALITRE,20.167169,-102.375306
EL SALITRE,19.20595,-101.086226
EL SALITRE,18.780277,-101.545833
EL SALITRE,19.257711,-101.204531
EL SALITRE,20.37351,-102.122913
EL SALITRE,19.129165,-102.439447
EL SALITRE,19.521122,-100.696462
EL SALITRE,18.870773,-101.143913
EL SALITRE,19.672334,-100.495052
EL SALITRE,18.938364,-100.765038
EL SALITRE,19.167174,-100.96887
EL SALITRE,18.344067,-102.501048
EL SALITRE,19.006111,-101.401111
EL SALITRE,18.940014,-101.412041
EL SALITRE,19.546214,-100.529529
EL SALITRE,19.561518,-100.443055
EL SALITRE,19.420277,-100.662778
EL SALITRE,19.498383,-100.932469
EL SALITRE,20.026925,-102.578281
EL SALITRE DE MARUATA,18.882384,-103.143713
EL SALITRILLO,18.135555,-102.497777
EL SALITRILLO,18.824166,-101.124444
EL SALITRILLO,18.688091,-101.486633
EL SALITRILLO,18.662016,-101.406745
EL SALITRILLO,18.918495,-101.706201
EL SALITRILLO,18.972156,-101.172407
EL SALITRILLO,19.1299,-101.071048
EL SALITRILLO,19.286854,-101.108034
EL SALITRILLO,18.773895,-101.533729
EL SALITRILLO,19.756667,-100.305
EL SALITRILLO,19.892222,-101.225869
EL SALITRILLO,19.064148,-101.032553
EL SALITRILLO,19.009734,-101.129304
EL SALITRILLO,18.903168,-100.792801
EL SALITRILLO,19.062001,-101.401849
EL SALITRILLO,19.4575,-100.926666
EL SALITRILLO,19.33421,-100.88615
EL SALITRILLO,19.323707,-100.919963
EL SALITRILLO,19.316798,-100.813009
EL SALITRILLO,20.013583,-102.348279
EL SALTO,19.987552,-102.768484
EL SALTO,19.582301,-100.796857
EL SALTO,20.380209,-102.113883
EL SALTO,18.449581,-103.066982
EL SALTO,19.573399,-101.192786
EL SALTO,19.265565,-101.494963
EL SALTO,18.448258,-102.988656
EL SALTO,18.41014,-102.859158
EL SALTO,18.899571,-100.949339
EL SALTO,19.852713,-101.399132
EL SALTO,19.164023,-101.274613
EL SALTO,19.118907,-101.897457
EL SALTO,20.070833,-101.526388
EL SALTO,19.39196,-101.103813
EL SALTO,19.696515,-100.413116
EL SALTO,19.253831,-100.437454
EL SALTO,18.813356,-102.778268
EL SALTO,19.161483,-102.244364
EL SALTO,20.169607,-102.121905
EL SALTO,18.52362,-102.457867
EL SALTO,19.224999,-100.646389
EL SALTO,19.406472,-100.714225
EL SALTO,19.31704,-100.634667
EL SALTO,19.418325,-101.987571
EL SALTO,19.536455,-102.309756
EL SALTO,19.543407,-102.295092
EL SALTO,19.499033,-102.057794
EL SALTO,19.906384,-100.636096
EL SAUCITO,20.041851,-102.448429
EL SAUCITO,18.721388,-103.388889
EL SAUCITO,18.744475,-102.741359
EL SAUCITO,18.740742,-102.832575
EL SAUCITO,18.725684,-103.24732
EL SAUCITO,18.331106,-102.310266
EL SAUCITO,18.743213,-103.536099
EL SAUCITO,18.391119,-103.144812
EL SAUCITO,18.190831,-102.486916
EL SAUCITO,18.537095,-102.490579
EL SAUCITO,18.486647,-102.55581
EL SAUCITO,18.891111,-101.464167
EL SAUCITO,18.897121,-101.504133
EL SAUCITO (POTRERO DE LOS BUEYES),19.050746,-101.694586
EL SAUZ DE ABAJO,20.075536,-102.267453
EL SAUZ DE ARRIBA,20.086111,-102.261111
EL SAUZ DE MAGAÑA,,
EL SAUZ DE TROJES,18.961961,-103.305655
EL SICUICHO,20.331667,-102.357959
EL SIFÓN,19.076956,-102.065713
EL SIFÓN,19.178711,-101.935316
EL SIFÓN,18.751909,-103.658826
EL SIFÓN,18.026549,-102.239159
EL SIFÓN,18.724999,-103.656667
EL SIFÓN,19.327546,-101.96004
EL TAHUAZAL,18.238172,-102.250996
EL TAMARINDO,18.858522,-101.191631
EL TAMARINDO,18.64145,-103.42149
EL TAMARINDO,19.202412,-101.922391
EL TAMARINDO,18.156287,-102.93551
EL TAMARINDO,18.558585,-100.78781
EL TAMARINDO,18.887466,-102.792941
EL TAMARINDO,18.79665,-101.140931
EL TAMARINDO,18.336253,-102.289215
EL TAMARINDO,18.552963,-101.406044
EL TAMARINDO,19.440804,-100.491279
EL TAMBOR,19.247777,-100.443889
EL TAMBOR,20.089112,-101.938858
EL TAMBOR,19.110326,-100.636938
EL TAMBOR,19.554635,-100.463192
EL TANQUE,18.69712,-102.161809
EL TANQUE,19.220833,-100.365
EL TANQUE,18.168278,-102.951767
EL TANQUE,19.423059,-101.988927
EL TAREPE,18.809854,-101.559695
EL TAREPE,18.899966,-101.146564
EL TAREPE,19.307275,-101.822278
EL TEJABÁN,19.205781,-101.901675
EL TEJAMANIL,18.799292,-103.07994
EL TEJAMANIL,19.397623,-102.240882
EL TEJAMANIL,19.029864,-101.756108
EL TEJAMANIL,18.458482,-102.744852
EL TEJAMANIL,18.656601,-102.68158
EL TEPEHUAJE,19.392563,-102.558838
EL TEPEHUAJE,19.3907,-101.226755
EL TEPEHUAJE,18.635796,-101.097277
EL TEPEHUAJE,19.493672,-100.512299
