LOC_RES(SINAVE),LAT_DECIMAL,LON_DECIMAL
LA LUZ,20.27181,-100.308689
LA LUZ,19.689813,-101.295379
LA LUZ,19.980648,-101.654969
LA MAGDALENA,19.224569,-101.478863
LA MAGDALENA,19.377614,-101.231855
LA MAGDALENA,19.783905,-102.582133
LA MAGDALENA,19.390983,-100.872803
LA MAGDALENA,20.189107,-102.661197
LA MAGDALENA,19.478898,-100.428076
LA MANGA,19.748889,-101.219722
LA MANGA,18.982416,-102.044277
LA MANGA,20.245396,-102.493528
LA MANGA,20.06111,-102.348939
LA MANZA,19.919044,-101.57666
LA MESA (LA MESA DE CEDANO),19.448831,-100.326567
LA MIEL,19.485045,-100.479285
LA MINA,19.61627,-100.93631
LA MINA,19.41228,-100.528867
LA MINA,19.637843,-100.774071
LA MINA,19.897428,-100.984019
LA MINA,18.844518,-102.850487
LA MINA,18.62115,-103.469331
LA MINA,18.335326,-102.166661
LA MINA,19.707245,-101.420755
LA MINA,19.704818,-102.772669
LA MINA,18.894829,-102.699477
LA MINA,18.249166,-102.072499
LA MINA,19.253889,-101.972222
LA MINA DE LA PROVIDENCIA,18.55868,-103.447055
LA MINITA,18.673941,-103.523592
LA MINITA,19.013078,-100.934887
LA MINITA,18.854682,-103.3932
LA MINITA,19.381131,-101.124636
LA MINITA,18.133705,-102.452301
LA MINITA,19.243333,-100.783055
LA MINITA,19.129125,-100.98404
LA MIRA,18.038488,-102.329312
LA MIRA,19.292674,-102.124599
LA MORA,18.731112,-102.712134
LA MORA,19.7308,-101.051798
LA MORA,19.629312,-100.959423
LA MORA,19.934194,-100.507724
LA MORA,19.712222,-101.261389
LA MORA,19.07839,-100.469811
LA MORA,18.225608,-102.674965
LA MORA,19.679232,-101.333335
LA MORA,19.332455,-100.512238
LA MORA,19.648348,-101.287927
LA MORA,18.669429,-102.921881
LA MORA,19.82431,-101.190387
LA MORA,18.541835,-102.34246
LA MORA,18.606319,-102.595716
LA MORA,19.610789,-100.494992
LA NOPALERA ORIENTE,19.043102,-102.32609
LA NORIA,18.997685,-101.109279
LA NORIA,18.653188,-101.706823
LA NORIA,18.910785,-102.138274
LA NORIA,18.031372,-102.495011
LA NORIA,19.450749,-101.477274
LA NORIA,20.004339,-101.390858
LA NORIA,18.606887,-100.856029
LA NORIA,20.044166,-102.424999
LA NORIA,19.037966,-101.971185
LA NORIA,19.373103,-101.487201
LA NORIA,20.19223,-102.096528
LA NORIA,19.91286,-102.32138
LA NORIA,19.840753,-101.117069
LA NORIA,18.797227,-101.390074
LA NORIA,19.637696,-101.488912
LA ORDEÑITA,,
LA ORILLA,19.586631,-102.005444
LA ORILLA,17.994348,-102.227545
LA PALMA,18.944001,-100.937317
LA PALMA,19.126725,-102.46496
LA PALMA,19.806414,-101.593807
LA PALMA,19.295699,-100.341219
LA PALMA,18.601772,-103.549218
LA PALMA,18.785,-100.869722
LA PALMA,19.802778,-100.540555
LA PALMA,18.937456,-102.785231
LA PALMA,19.900449,-102.410657
LA PALMA,19.576834,-100.81347
LA PALMA,19.68702,-101.290161
LA PALMA,18.853557,-101.06131
LA PALMA,19.712697,-100.340833
LA PALMA,18.078888,-102.615278
LA PALMA,20.231999,-100.273495
LA PALMA,19.744639,-101.192758
LA PALMA,18.683995,-101.117777
LA PALMA,19.603889,-102.337777
LA PALMA,19.854868,-102.189929
LA PALMA,19.22514,-101.275735
LA PALMA,19.582107,-100.730331
LA PALMA,19.923596,-101.140707
LA PALMA,20.092611,-101.740952
LA PALMA,19.988195,-101.502233
LA PALMA,19.512786,-101.318608
LA PALMA,19.127227,-100.907125
LA PALMA,18.932456,-100.813016
LA PALMA,19.155333,-100.992559
LA PALMA,18.734444,-101.335833
LA PALMA,19.606442,-100.558539
LA PALMA,19.281543,-100.5846
LA PALMA,19.478051,-101.043707
LA PALMA,19.324547,-100.766877
LA PALMA,19.913726,-100.681429
LA PALMA,19.398127,-100.379507
LA PALMA (LA PALMA DE JESÚS),20.148706,-102.761675
LA PALMITA,18.386299,-102.860655
LA PALMITA,18.131765,-102.36835
LA PALMITA,18.743729,-103.561159
LA PALMITA,19.070129,-100.973298
LA PALMITA,18.406643,-103.407991
LA PALMITA,19.143324,-101.050694
LA PALMITA,18.339444,-102.855556
LA PALMITA,18.326789,-102.404114
LA PALMITA,18.774403,-102.498056
LA PALMITA,18.545095,-102.35287
LA PAPAYA,18.614177,-101.039404
LA PAPAYA,18.647222,-100.819444
LA PAPAYA,18.912651,-100.865339
LA PAPAYA,19.17481,-100.926422
LA PAPAYA,19.149314,-100.577252
LA PAREJA,18.946389,-102.139166
LA PAREJA,18.680605,-101.006568
LA PAREJA,18.989159,-102.140253
LA PAREJA,18.558266,-102.130665
LA PAREJA,18.967197,-102.84811
LA PAROTA,18.880702,-101.163926
LA PAROTA,19.202455,-101.894145
LA PAROTA,18.37381,-103.147497
LA PAROTA,19.298552,-101.129392
LA PAROTA,18.636741,-100.99257
LA PAROTA,18.665918,-100.886852
LA PAROTA,18.729999,-102.370833
LA PAROTA,18.827347,-103.361877
LA PAROTA,18.644807,-101.33115
LA PAROTA,19.093889,-102.229722
LA PAROTA,19.257815,-100.444398
LA PAROTA,19.206486,-102.62378
LA PAROTA,18.755195,-103.37929
LA PAROTA,19.034444,-101.954167
LA PAROTA,18.750994,-102.806187
LA PAROTA,19.044524,-102.688843
LA PAROTA,19.380109,-101.107709
LA PAROTA,18.72471,-101.054545
LA PAROTA,19.032682,-101.703846
LA PAROTA,18.530808,-101.101181
LA PAROTA,19.057972,-101.002488
LA PAROTA,18.218342,-102.723687
LA PAROTA,18.876388,-101.058611
LA PAROTA,18.748067,-101.234842
LA PAROTA,19.203161,-100.784766
LA PAROTA,19.002883,-100.619947
LA PAROTA,19.61104,-102.540029
LA PAROTA,19.643714,-102.608304
LA PAROTA,18.584953,-102.434437
LA PAROTA,19.009732,-101.448895
LA PAROTA,18.979621,-101.469874
LA PAROTA,19.336926,-100.679372
LA PAROTA,19.125752,-100.593911
LA PAROTA,19.527987,-100.897422
LA PAROTA DE ATIJO,18.748107,-101.463956
LA PAROTILLA,18.265032,-102.185471
LA PAROTILLA,18.490446,-103.150076
LA PAROTILLA,18.845165,-101.001985
LA PAROTILLA,18.838472,-101.173888
LA PAROTILLA,19.140708,-102.088065
LA PAROTILLA,18.118222,-102.715671
LA PAROTILLA,18.755278,-102.6125
LA PAROTILLA,19.126849,-102.054372
LA PAROTILLA,19.211381,-100.870595
LA PAROTILLA,18.988408,-100.531144
LA PARRILLA,18.783309,-103.108232
LA PARRILLA,19.89431,-102.198765
LA PARRILLA,18.46092,-103.084273
LA PEDREGOSA,18.935974,-101.685198
LA PEDREGOSA,19.488982,-102.396312
LA PEDREGOSA,18.611667,-101.841666
LA PEDREGOSA,18.788613,-103.246013
LA PEÑA DEL MAR,,
LA PIEDAD DE CABADAS,20.34145,-102.022553
LA PINZANERA,18.695652,-102.737681
LA PINZANERA,19.190169,-101.056689
LA PINZANERA,18.376959,-102.380074
LA PINZANERA,18.798131,-102.658329
LA PINZANERA,18.955831,-101.819507
LA PINZANERA,18.587306,-100.793732
LA PINZANERA,18.822723,-102.45586
LA PINZANERA,19.217589,-100.565736
LA PLACITA DE MORELOS,18.532168,-103.586988
LA PLAYA DE GUADALUPE,19.00394,-101.750633
LA PLAZA DEL LIMÓN,20.134093,-102.432118
LA PRESA,19.082845,-102.470392
LA PRESA,19.500777,-101.478956
LA PRESA,19.681747,-100.546042
LA PRESA,19.100768,-102.514361
LA PRESA,19.901156,-101.038057
LA PRESA,19.327499,-100.401389
LA PRESA,19.904278,-101.526407
LA PRESA,18.622062,-101.01865
LA PRESA,20.278045,-102.286096
LA PRESA,19.908834,-101.365053
LA PRESA,19.625495,-100.99018
LA PRESA,18.722929,-102.752207
LA PRESA,20.058405,-101.722633
LA PRESA,18.979444,-101.098889
LA PRESA,18.827222,-101.012778
LA PRESA,20.318333,-102.034166
LA PRESA,20.013019,-102.051638
LA PRESA,19.003611,-101.432222
LA PRESA,18.780877,-101.385664
LA PRESA,18.972777,-101.550833
LA PRESA,19.540334,-100.485099
LA PRESA,19.789752,-101.781245
LA PRESA NUEVA,19.960311,-102.58261
LA PROVIDENCIA,20.238177,-102.114495
LA PROVIDENCIA,19.652485,-101.287839
LA PROVIDENCIA,18.474502,-102.969764
LA PROVIDENCIA,19.526629,-101.350424
LA PROVIDENCIA,20.14548,-101.968469
LA PROVIDENCIA,19.533631,-101.474315
LA PROVIDENCIA,19.55614,-100.511811
LA PROVIDENCIA,19.495497,-102.038089
LA PROVIDENCIA,19.877395,-100.812026
LA PUCHIMITA (LA RAISUDA),,
LA PUERTA DEL NARANJO,19.024384,-101.380437
LA PURÍSIMA,19.972578,-102.797511
LA PURÍSIMA,19.768768,-100.676509
LA PURÍSIMA,19.307839,-101.893798
LA QUEMADA,20.094282,-101.462747
LA QUETZERÍA (LA QUESERÍA),18.551001,-101.290413
LA QUIRINGUCA,19.064722,-100.860278
LA QUIRINGUCA,19.044356,-100.673275
LA QUIRINGUCUA,18.655003,-101.059845
LA QUIRINGUCUA,18.4925,-100.757222
LA QUIRINGUCUA,18.648387,-101.592783
LA QUIRINGUCUA,19.275968,-100.889633
LA RAYA (CAPRICHO),19.124879,-102.806167
LA RAYA DE SAN ANTONIO GUARACHA,19.945173,-102.563484
LA RIBERA,,
LA RINCONADA,20.006667,-100.99
LA RINCONADA,20.042462,-102.28782
LA ROMERA,19.073288,-102.84815
LA ROSA,19.502797,-100.665084
LA ROSA,19.747494,-100.673109
LA ROSA,20.064148,-102.901053
LA SÁBILA,18.945284,-100.886738
LA SÁBILA,20.091198,-102.62361
LA SALADA,19.056576,-101.608877
LA SAUCEDA,20.102794,-102.346405
LA SAUCEDA,20.091436,-102.34695
LA SAUDA (LA COLONIA),19.023692,-101.827121
LA SIERRITA,18.739846,-103.426632
LA SIERRITA,19.469222,-101.128043
LA SIERRITA,19.191111,-101.145277
LA SIERRITA,18.258771,-102.907042
LA SIERRITA,19.299821,-101.070154
LA SIERRITA,18.269169,-102.938142
LA SIERRITA,18.247709,-102.735934
LA SIERRITA,18.393436,-102.710446
LA SIERRITA,19.393089,-100.586359
LA SIERRITA,19.327749,-100.767114
LA SOLEDAD,18.05368,-102.641677
LA SOLEDAD,19.755958,-101.322138
LA SOLEDAD,19.377603,-101.401961
LA SOLEDAD,19.2375,-102.604167
LA SOLEDAD,19.225681,-101.282733
LA SOLEDAD,19.361638,-102.278094
LA SOLEDAD,20.085555,-102.459167
LA SOLEDAD,19.118687,-101.082628
LA SOLEDAD,18.264786,-102.083415
LA SOLEDAD,19.421388,-100.49
LA SOLEDAD,20.152106,-101.900962
LA SOLEDAD,19.66151,-100.900604
LA SOLEDAD,19.919087,-101.631614
LA SOLEDAD,19.215556,-101.092777
LA SOLEDAD,20.22535,-102.211429
LA SOLEDAD,18.912778,-100.9575
LA SOLEDAD,20.016976,-100.245734
LA SOLEDAD,19.284501,-101.129016
LA SOLEDAD,18.565738,-103.616263
LA SOLEDAD,19.23727,-102.791276
LA SOLEDAD,19.495499,-102.652738
LA SOLEDAD,19.089722,-101.369999
LA SOLEDAD,19.111744,-101.519567
LA SOLEDAD,19.519771,-100.485833
LA SOLEDAD,19.46847,-100.913782
LA SOLEDAD,19.362923,-102.089136
LA SOLEDAD,19.791841,-101.790655
LA SOLEDAD,20.12599,-101.97164
LA SOLEDAD (CUARTA MANZANA DE FRANCISCO SERRATO),19.466925,-100.286298
LA SOLEDAD (EL JABALÍ),18.93162,-102.194753
LA SOLEDAD DE SANTA ANA,20.268824,-101.48144
LA TEJERÍA,18.851248,-101.185438
LA TEJERÍA,18.567751,-103.585832
LA TEJERÍA,18.624444,-100.804444
LA TEJERÍA,19.889339,-101.511278
LA TEPUZA,20.184979,-101.925478
LA TINAJA,19.235297,-102.425754
LA TINAJA,18.347311,-102.885177
LA TINAJA,19.219089,-101.365318
LA TINAJA,19.458788,-100.658989
LA TINAJA,18.177464,-102.582227
LA TINAJA,19.474488,-100.487335
LA TINAJA,19.533462,-101.511239
LA TINAJA,19.505164,-102.553598
LA TINAJA,19.501546,-101.35064
LA TINAJA,19.72512,-102.403127
LA TINAJA,19.165309,-101.527725
LA TINAJA,19.445555,-100.4575
LA TINAJA,19.67805,-102.787952
LA TINAJA,19.072084,-101.591296
LA TINAJA,20.05,-102.209444
LA TIRINGUCHA,18.750786,-100.94553
LA UNIÓN,19.197989,-102.654106
LA UNIÓN,19.361999,-102.080909
LA UNIÓN (UNIÓN DE GUADALUPE),20.320704,-101.963323
LA Y GRIEGA,18.974799,-102.210354
LA Y GRIEGA,19.847526,-101.999117
LA Y GRIEGA,19.367777,-100.394722
LA YERBABUENA,19.002755,-101.013218
LA YERBABUENA,19.025369,-101.063692
LA YERBABUENA,18.933194,-103.056806
LA YERBABUENA,19.364669,-101.301542
LA YERBABUENA,19.576109,-102.397471
LA YERBABUENA,19.645569,-100.929839
LA YERBABUENA,19.511593,-101.3791
LA YERBABUENA,19.434269,-100.616869
LA YERBABUENA,19.728247,-100.924084
LA YERBABUENA,18.366382,-103.171295
LA YERBABUENA,18.764653,-102.337283
LA YERBABUENA,19.24383,-101.345751
LA YERBABUENA,18.735415,-103.373658
LA YERBABUENA,20.032545,-102.721902
LA YERBABUENA,19.461679,-100.564751
LA YERBABUENA,18.776805,-103.299839
LA YERBABUENA,19.15569,-101.070839
LA YERBABUENA,19.752545,-102.67894
LA YERBABUENA,19.221036,-100.742143
LA YERBABUENA,19.122847,-100.905883
LA YERBABUENA,19.190833,-100.980277
LA YERBABUENA,19.2897,-100.972936
LA YERBABUENA,19.995777,-102.016583
LA YERBABUENA,18.668722,-102.594187
LA YERBABUENA,18.43218,-102.572147
LA YERBABUENA,18.896484,-101.404551
LA YERBABUENA,18.782124,-101.492587
LA YERBABUENA,19.021666,-101.499166
LA YERBABUENA,19.23798,-100.538457
LA YERBABUENA,19.563778,-101.096168
LA YERBABUENA,19.31697,-100.895526
LA ZAPOTERA DE TUNILLA,20.092576,-101.695359
LA ZARZAMORA,18.454373,-102.853817
LA ZARZAMORA,19.703232,-102.414668
LA ZARZAMORA,19.608586,-101.759156
LA ZARZAMORA,18.778805,-103.239761
LAGUNA DE CALVILLO,18.536439,-103.333116
LAGUNA SECA EJIDO PRIMERA SECCIÓN,,
LAMPAZO,19.205638,-100.633783
LAS AGÜITAS,,
LAS ANONAS,19.180518,-101.071021
LAS ANONAS,18.920091,-101.078823
LAS ANONAS,19.485768,-100.505624
LAS ANONAS,18.857279,-101.774667
LAS ANONAS,18.995126,-101.264666
LAS ANONAS,18.86105,-102.584329
LAS ANONAS,19.148039,-100.779836
LAS ANONAS,19.003734,-101.419038
LAS ANONAS,18.803512,-101.268379
LAS ANONAS,19.216315,-100.493567
LAS ANONAS,19.081079,-100.556494
LAS ANONAS (LAS ANONAS DE LOS JAIMES),18.819571,-101.057236
LAS ARENAS,19.886989,-101.338332
LAS ARENAS,19.737831,-102.568642
LAS BATEAS (EL VENTEADERO),18.993289,-102.487042
LAS CALABAZAS,19.3148,-101.159104
LAS CALABAZAS,18.001494,-102.416079
LAS CALABAZAS,18.781666,-103.335833
LAS CALABAZAS,19.122892,-101.312318
LAS CALABAZAS,19.296306,-100.855014
LAS CANOAS,19.865048,-101.246554
LAS CANOAS,18.784134,-103.209381
LAS CANOAS,19.434985,-101.787296
LAS CANOAS,19.598656,-101.735391
LAS CANOAS,19.506208,-101.27069
LAS CANOAS,18.591108,-102.86718
LAS CANOAS,19.508981,-100.488782
LAS CANOAS,19.313333,-102.445555
LAS CANOAS,19.664167,-100.856111
LAS CANOAS,19.409031,-101.150443
LAS CANOAS,18.737081,-102.908464
LAS CANOAS,18.665969,-103.355074
LAS CANOAS,19.094809,-102.454624
LAS CANOAS,19.213543,-101.298022
LAS CANOAS,19.163611,-100.908333
LAS CANOAS,19.051931,-101.363462
LAS CANOAS,19.533595,-100.445207
LAS CANOAS,19.368352,-100.741821
LAS CANOAS,19.809031,-101.873143
LAS CANOAS,19.957717,-100.648204
LAS CANOAS (EL PUENTE),19.717262,-101.022356
LAS CAÑAS,,
LAS CARÁMICUAS,18.947677,-101.785805
LAS CARÁMICUAS,18.56488,-100.846912
LAS CARÁMICUAS,18.599778,-101.366615
LAS CARÁMICUAS,19.053406,-101.637258
LAS CARÁMICUAS,18.367,-102.237211
LAS CARÁMICUAS,18.664444,-102.217499
LAS CASITAS,18.933537,-102.080796
LAS CASITAS,19.892292,-101.645811
LAS CASITAS,18.643638,-102.908473
LAS CASITAS,20.318032,-102.421692
LAS CEIBAS,19.140054,-101.076452
LAS CEIBAS,19.073086,-102.504724
LAS CEIBAS,18.839883,-101.089534
LAS CEIBAS,19.25271,-100.962431
LAS CEIBAS,18.959234,-101.454448
LAS CEIBAS,19.521356,-100.893195
LAS CEIBAS DE PATACEO,18.557502,-101.246787
LAS CEIBAS DE URO,18.752334,-101.130725
LAS CEIBILLAS,19.251445,-100.489711
LAS CEIBILLAS,18.563409,-100.82616
LAS CEIBILLAS,19.095395,-100.552201
LAS CIENEGUITAS,20.247673,-102.24378
LAS CRUCES (BARRERAS),,
LAS CRUCES (LAS CRUCITAS),,
LAS CRUCITAS,18.775447,-101.821559
LAS CRUCITAS,18.816727,-102.766581
LAS CRUCITAS,18.669724,-102.786032
LAS CRUCITAS,18.900204,-102.23473
LAS CRUCITAS,18.820145,-103.575488
LAS CRUCITAS,18.438889,-102.663611
LAS CRUCITAS,18.454723,-102.688803
LAS CRUCITAS,19.402803,-100.593956
LAS ESCOBAS,19.47245,-100.547414
LAS ESCOBAS,18.235666,-102.842304
LAS GRUTAS,19.649,-100.498866
LAS GUACAMAYAS,18.411246,-103.051274
LAS GUACAMAYAS,18.97339,-100.984617
LAS GUACAMAYAS,18.019546,-102.211029
LAS GUACAMAYAS,18.977291,-102.845298
LAS GUACAMAYAS,18.557496,-102.505936
LAS GUÁSIMAS,18.817184,-102.692237
LAS GUÁSIMAS,18.461944,-103.403889
LAS GUÁSIMAS,19.423622,-100.532986
LAS GUÁSIMAS,18.280639,-102.706907
LAS GUÁSIMAS,18.869444,-100.915556
LAS GUÁSIMAS,18.847281,-103.57955
LAS GUÁSIMAS,18.744166,-103.6525
LAS GUÁSIMAS,18.319027,-103.175068
LAS GUÁSIMAS,18.9685,-101.578186
LAS GUÁSIMAS,19.340003,-100.613494
LAS HACIENDAS,18.309681,-103.398989
LAS HIGUERAS,18.576949,-103.289248
LAS HIGUERAS,18.092816,-102.263216
LAS HIGUERAS,18.556344,-103.129111
LAS HIGUERAS,18.815646,-101.750224
LAS HIGUERAS,18.331308,-102.106484
LAS HIGUERAS,19.058935,-102.50675
LAS HIGUERAS,19.352527,-102.374974
LAS HIGUERAS,18.233913,-102.724723
LAS HIGUERAS,18.288925,-103.137174
LAS HIGUERAS,19.046083,-102.334
LAS HIGUERAS,18.973411,-103.233487
LAS HIGUERAS,18.6832,-102.308549
LAS HIGUERAS,18.400694,-102.779078
LAS HIGUERAS,18.502222,-102.486389
LAS HIGUERAS,19.957944,-102.249071
LAS HUERTITAS,18.144793,-102.621185
LAS HUERTITAS,18.387383,-102.813681
LAS HUERTITAS,18.662728,-102.778025
LAS HUERTITAS,18.13528,-102.691285
LAS HUERTITAS,18.286491,-103.006843
LAS HUERTITAS,18.79212,-101.243794
LAS HUERTITAS,18.795801,-101.393687
LAS HUMEDADES,18.333948,-103.359863
LAS JOYAS (EL POBLADO),19.206031,-101.432487
LAS JOYAS DE MARZO (LA HOYA DE MARZO),19.607486,-100.520387
LAS JUNTAS,19.572634,-101.239893
LAS JUNTAS,18.063387,-102.381755
LAS JUNTAS,18.555288,-101.551235
LAS JUNTAS,18.933947,-101.595366
LAS JUNTAS,18.84858,-103.293904
LAS JUNTAS,18.89235,-102.833345
LAS JUNTAS,18.684973,-101.071793
LAS JUNTAS,18.784951,-102.850468
LAS JUNTAS,18.387786,-102.225166
LAS JUNTAS,19.252096,-101.126541
LAS JUNTAS,18.486978,-103.283217
LAS JUNTAS,19.48296,-101.317773
LAS JUNTAS,18.530805,-101.937452
LAS JUNTAS,19.191357,-101.214675
LAS JUNTAS,18.210013,-102.47215
LAS JUNTAS,18.616637,-102.786348
LAS JUNTAS,18.86981,-101.025838
LAS JUNTAS,18.573621,-102.912311
LAS JUNTAS,18.6865,-101.337461
LAS JUNTAS,18.930777,-102.354542
LAS JUNTAS,18.433414,-103.109278
LAS JUNTAS,18.625277,-103.388055
LAS JUNTAS,19.129429,-101.340098
LAS JUNTAS,19.299578,-101.077414
LAS JUNTAS,19.309939,-101.718809
LAS JUNTAS,18.975385,-102.845633
LAS JUNTAS,19.205209,-100.831633
LAS JUNTAS,18.592369,-102.600068
LAS JUNTAS,18.541666,-102.354167
LAS JUNTAS,19.086462,-101.440794
LAS JUNTAS,18.867506,-101.413597
LAS JUNTAS,19.175277,-100.653889
LAS JUNTAS,19.04022,-100.487429
LAS JUNTAS,19.314453,-100.63197
LAS JUNTAS,19.126675,-100.590437
LAS JUNTAS,19.428072,-100.879163
LAS JUNTAS,19.61494,-100.903786
LAS JUNTAS,19.49371,-100.902273
LAS JUNTAS DEL TANQUE,19.169692,-100.658193
LAS LAGUNAS,18.258219,-102.218197
LAS LAGUNAS,19.336661,-100.581388
LAS LAJAS,19.18617,-100.426872
LAS LAJAS,18.3685,-102.400201
LAS LAJAS,19.106888,-101.527419
LAS LAJAS,19.500047,-102.16172
LAS LAJAS,20.062883,-102.303322
LAS LETRAS,20.230833,-101.433611
LAS LIMAS,18.418361,-103.057141
LAS LIMAS,19.170699,-101.728547
LAS LOMAS DE APUTZIO (LAS LOMAS),19.361896,-100.378483
LAS MAJADAS (RANCHO DE GUADALUPE),19.380579,-100.469389
LAS MALVINAS (EL SALATE),20.119526,-102.596624
LAS MARAVILLAS,19.262663,-100.425433
LAS MARAVILLAS,19.179139,-101.770787
LAS MARAVILLAS,20.135531,-102.284498
LAS MARAVILLAS,20.070269,-101.533492
LAS MARAVILLAS,19.241455,-101.003192
LAS MARAVILLAS,20.043575,-102.281024
LAS MESAS,19.757384,-101.686874
LAS MESAS,19.184445,-102.229584
LAS MESAS,19.742828,-100.487156
LAS MESAS,18.423883,-103.210124
LAS MESAS,19.846333,-100.287667
LAS MESAS,19.845426,-100.600245
LAS MESAS,19.659311,-101.08083
LAS MESAS,19.598324,-100.843533
LAS MESAS,19.560212,-100.813802
LAS MESAS,18.429003,-103.193792
LAS MESAS,19.151739,-101.050488
LAS MESAS,18.599218,-102.265205
LAS MESAS,18.415784,-102.628925
LAS MESAS,19.386973,-101.014914
LAS MINITAS,19.113297,-100.461722
LAS MINITAS,18.062742,-102.211114
LAS MINITAS,18.393296,-103.162036
LAS MINITAS,19.078816,-102.011983
LAS MINITAS,18.116727,-102.505915
LAS MINITAS,19.504793,-102.654069
LAS MINITAS,18.405767,-102.651441
LAS NUEVAS CARAMICUAS,18.690559,-102.234094
LAS ORDEÑITAS,,
LAS PAJAS,19.223204,-101.730979
LAS PAJAS,19.495368,-102.062876
LAS PALOMAS,19.524646,-100.603774
LAS PALOMAS,19.532441,-101.182194
LAS PALOMAS,19.545858,-100.71666
LAS PALOMAS,19.822362,-100.57027
LAS PALOMAS,19.280288,-101.036145
LAS PALOMAS,19.050016,-102.484591
LAS PALOMAS,19.050408,-102.6582
LAS PALOMAS,20.052778,-102.285277
LAS PALOMAS,19.887851,-100.781997
LAS PAREDES,18.637593,-100.816617
LAS PAREDES,18.798483,-101.111589
LAS PAREDES,19.075555,-102.523333
LAS PAREDES,19.177796,-101.294101
LAS PAREDES,19.292366,-100.433165
LAS PAREDES,19.017222,-100.5475
LAS PAREDES,19.008494,-101.359895
LAS PAREDES,18.967409,-101.331964
LAS PAROTAS (PAROTA DE TERRERO),19.010349,-100.665163
LAS PEÑAS,,
LAS PEÑITAS,,
LAS PILAS,18.316296,-103.219019
LAS PILAS,19.108465,-102.390673
LAS PILAS,19.191836,-101.286555
LAS PILAS,19.601108,-101.438436
LAS PILAS,19.680156,-100.649238
LAS PILAS,19.051531,-101.04555
LAS PILAS,18.683465,-101.606023
LAS PILAS,18.865213,-103.131597
LAS PILAS,18.579907,-102.923855
LAS PILAS,18.969859,-100.981521
LAS PILAS,18.765193,-101.197051
LAS PILAS,18.513421,-101.113199
LAS PILAS,19.274909,-100.483987
LAS PILAS,19.432109,-100.464899
LAS PILAS,19.231666,-101.85
LAS PILAS,19.322772,-102.276325
LAS PILAS,18.899945,-101.02086
LAS PILAS,18.603106,-103.221517
LAS PILAS,18.946337,-101.731214
LAS PILAS,19.024038,-101.24486
LAS PILAS,19.941883,-100.283547
LAS PILAS,18.842465,-101.461121
LAS PILAS,19.100374,-101.441508
LAS PILAS,19.098887,-100.483849
LAS PILAS,19.061667,-100.692777
LAS PILAS,19.601389,-101.439166
LAS PILAS,19.433889,-100.906111
LAS PILAS,19.386571,-100.879516
LAS PILAS,19.355764,-100.356611
LAS PILAS,19.51587,-100.398023
LAS PILITAS,19.514281,-101.14345
LAS PILITAS,19.183889,-102.240555
LAS PILITAS,19.422414,-100.448835
LAS PLAYITAS,18.445624,-102.562193
LAS PLAYITAS,18.633648,-102.694609
LAS PRIMAVERAS,18.509862,-103.469717
LAS PRIMAVERAS,18.584052,-103.506043
LAS PRIMAVERAS,19.059167,-102.846096
LAS PUENTES,20.010307,-102.843248
LAS PUENTES,19.041827,-101.652487
LAS PUENTES,18.704146,-103.269547
LAS ROSAS,18.914409,-103.122832
LAS ROSAS,19.412238,-100.343983
LAS SUERTES,19.449044,-100.543018
LAS TINAJAS,19.509088,-102.437184
LAS TINAJAS,19.106766,-102.377874
LAS TINAJAS,20.172045,-102.406627
LAS TINAJAS,19.350122,-101.871664
LAS TINAJAS,19.339534,-100.80327
LAS TINAJAS,19.492027,-100.992585
LAS TINAJAS,19.469983,-100.951998
LAS TINAJAS,19.87334,-100.814647
LAS TROJAS (LAS TROJES),19.096194,-101.827007
LAS YEGUAS,18.904722,-102.276388
LAS YEGUAS,19.359372,-102.135262
LÁZARO CÁRDENAS,20.020293,-100.309555
LÁZARO CÁRDENAS,19.805466,-100.968214
LÁZARO CÁRDENAS,19.489379,-100.484467
LÁZARO CÁRDENAS,19.66978,-100.650987
LÁZARO CÁRDENAS [COLONIA],18.953333,-101.816389
LEÓN CÁRDENAS (LA ARDILLA),19.8827,-101.070754
LINDA VISTA (EL BOSQUE),19.38131,-100.396548
LLANO DE SAN JOSÉ,19.495919,-101.590186
LLANO GRANDE (LA BELLOTA),19.106637,-101.742958
LOBERA,18.641264,-103.117651
LOMA BONITA,19.080748,-102.617126
LOMA BONITA,19.040707,-102.54005
LOMA BONITA,19.025912,-102.543255
LOMA BONITA,19.763261,-101.189633
LOMA BONITA,19.176944,-102.853611
LOMA BONITA,19.37181,-102.119383
LOMA BONITA,19.431888,-102.096247
LOMA DE LOS HOYOS,19.034617,-102.443432
LOMA EL GUAYACÁN,18.661709,-101.762608
LOMA LARGA,19.654722,-101.205
LOMA LARGA,19.733611,-100.759167
LOMA LARGA,19.183127,-101.330526
LOMA LARGA,19.454968,-100.364339
LOMAS DE ORIENTE,19.439104,-100.333719
LOMBARDÍA,19.159804,-102.053965
LORENCILLO,19.113724,-101.535068
LOS AILES,19.286028,-101.093003
LOS AILES,19.365581,-101.101816
LOS AILES,19.341432,-101.092284
LOS AILES,19.638957,-100.460606
LOS AILES,19.599354,-100.945379
LOS AILES,19.416623,-100.348684
LOS AMATES,18.145173,-102.276403
LOS ARRAYANES,18.418712,-102.832052
LOS ARRAYANES,19.350522,-100.941262
LOS ARRAYANES,19.448788,-100.876655
LOS ASMOLES,18.494751,-103.497021
LOS ATES [HACIENDA],19.16966,-101.714667
